session_id,msisdn,package_code,used_imei,session_time,network_type,payload_mb
CDR000006931,81177795354,PKG-006,350000000001878,2023-09-08 04:48:00,3G,1870.87
CDR000006932,82127462342,PKG-003,350000009999999,2023-03-09 16:33:00,5G,999.19
CDR000006933,85286614604,PKG-001,350000000004514,2023-04-16 08:56:00,4G,2001.97
CDR000006934,82257210493,PKG-010,350000000007356,2023-07-09 05:39:00,5G,352.73
CDR000006935,81157805147,PKG-005,350000000326179,2023-11-08 15:08:00,3G,1317.19
CDR000006936,85225036122,PKG-002,350000000889788,2023-02-05 11:36:00,4G,1780.75
CDR000006937,82147995358,PKG-007,350000000006889,2023-04-12 19:48:00,4G,1958.5
CDR000006938,85296038251,PKG-009,350000000005030,2023-09-16 17:53:00,4G,953.06
CDR000006939,85280293199,PKG-001,350000000722425,2023-04-24 05:33:00,4G,541.23
CDR000006940,81219251238,PKG-009,350000000008217,2023-07-01 15:05:00,5G,942.79
CDR000006941,82275323865,PKG-004,350000000002661,2023-05-05 20:52:00,3G,1137.04
CDR000006942,81163017537,PKG-009,350000000002964,2023-06-08 11:58:00,4G,590.53
CDR000006943,82221086962,PKG-001,350000000005143,2023-06-04 18:21:00,4G,1698.97
CDR000006945,81149385263,PKG-010,350000000004488,2023-11-12 10:38:00,4G,2001.7
CDR000006946,85289414220,PKG-009,350000000001266,2023-04-10 11:44:00,4G,1936.87
CDR000006948,85230807062,PKG-003,350000000006470,2023-05-04 22:39:00,4G,153.44
CDR000006949,81253175725,PKG-002,350000000005253,2023-07-02 00:48:00,3G,618.26
CDR000006950,81195499716,PKG-001,350000000880264,2023-06-05 08:08:00,5G,1444.75
CDR000006951,81267140856,PKG-004,350000000385242,2023-11-09 17:44:00,4G,862.08
CDR000006952,81124278811,PKG-009,350000000002422,2023-12-21 13:02:00,3G,1488.62
CDR000006953,85222875121,PKG-007,350000000007090,2023-09-02 00:52:00,4G,78.92
CDR000006954,85253647818,PKG-001,350000009999999,2023-11-10 06:31:00,4G,88.23
CDR000006955,82111990212,PKG-007,350000000581312,2023-05-17 17:42:00,4G,412.63
CDR000006956,85227891180,PKG-003,350000000006522,2023-08-21 15:25:00,4G,1832.76
CDR000006957,82115306490,PKG-007,350000000007112,2023-09-02 21:49:00,4G,458.87
CDR000006958,85268838918,PKG-010,350000000001724,2023-10-25 19:28:00,4G,1374.11
CDR000006959,82175065378,PKG-002,350000000006700,2023-04-20 16:03:00,4G,949.26
CDR000006960,81273396565,PKG-005,350000000004190,2023-04-14 05:17:00,4G,1541.58
CDR000006962,82288897904,PKG-004,350000000004604,2023-06-28 20:26:00,5G,254.1
CDR000006963,82134733431,PKG-004,350000000004634,2023-11-09 02:55:00,5G,304.28
CDR000006964,82190592327,PKG-006,350000000001991,2023-09-22 15:53:00,4G,1495.97
CDR000006965,81139346752,PKG-008,350000000475990,2023-08-22 10:32:00,4G,635.9
CDR000006966,81127782771,PKG-002,350000000096751,2023-08-11 13:25:00,3G,1137.88
CDR000006967,81126670660,PKG-005,350000000008311,2023-07-04 17:35:00,4G,196.87
CDR000006968,82256141833,PKG-002,350000000008838,2023-08-23 03:09:00,3G,587.9
CDR000006970,82193885728,PKG-005,350000000006251,2023-02-06 07:56:00,4G,1036.07
CDR000006971,82273610702,PKG-009,350000009999999,2023-03-14 21:04:00,4G,1148.13
CDR000006972,82281878621,PKG-006,350000000006918,2023-07-09 03:42:00,4G,1164.68
CDR000006973,81178842566,PKG-010,350000000005125,2023-04-23 20:56:00,4G,1868.09
CDR000006974,82154320116,PKG-004,350000009999999,2023-06-28 02:27:00,3G,585.39
CDR000006975,85265829727,PKG-003,350000000003123,2023-03-27 21:41:00,4G,1960.71
CDR000006976,81268263129,PKG-007,350000000008567,2023-02-24 06:07:00,4G,1310.95
CDR000006977,81139536249,PKG-005,350000009999999,2023-09-24 04:54:00,4G,1034.74
CDR000006978,82181624887,PKG-004,350000000006216,2023-03-29 13:48:00,4G,815.41
CDR000006979,82216399813,PKG-001,350000000796994,2023-06-14 12:37:00,4G,667.01
CDR000006980,82179612054,PKG-001,350000000005016,2023-11-16 08:52:00,4G,2042.69
CDR000006981,82177089319,PKG-006,350000000008634,2023-09-14 17:23:00,4G,1520.98
CDR000006983,85251084623,PKG-001,350000000005441,2023-01-30 22:57:00,4G,2026.03
CDR000006984,85250119769,PKG-007,350000000002470,2023-06-05 02:25:00,4G,1362.27
CDR000006985,85276202285,PKG-010,350000000002505,2023-08-11 03:13:00,5G,814.17
CDR000006986,82252962704,PKG-006,350000000299555,2023-09-27 17:55:00,4G,1978.36
CDR000006987,82282633586,PKG-007,350000000005925,2023-10-26 08:09:00,4G,524.07
CDR000006988,81271237258,PKG-001,350000000259574,2023-08-25 19:19:00,4G,1332.64
CDR000006989,81282655765,PKG-009,350000000006364,2023-11-21 05:41:00,4G,950.82
CDR000006990,82110806109,PKG-006,350000000006269,2023-11-28 21:21:00,4G,481.53
CDR000006991,82250289123,PKG-001,350000009999999,2023-08-21 04:17:00,4G,1140.68
CDR000006992,82194773876,PKG-010,350000000001576,2023-09-04 21:20:00,4G,1108.45
CDR000006993,85229942377,PKG-002,350000000004650,2023-08-12 02:45:00,4G,472.39
CDR000006994,82143058515,PKG-008,350000000003536,2023-09-27 00:56:00,4G,1312.12
CDR000006995,82168459524,PKG-004,350000000007850,2023-09-24 06:53:00,4G,1275.47
CDR000006996,82165145171,PKG-001,350000000001696,2023-02-28 15:15:00,4G,1050.75
CDR000006997,82224171773,PKG-008,350000000005337,2023-11-23 22:45:00,4G,1483.5
CDR000006998,82286187682,PKG-005,350000000758123,2023-04-10 20:22:00,5G,1835.6
CDR000006999,85267737537,PKG-006,350000000001550,2023-07-27 17:48:00,4G,757.96
CDR000007001,82187440804,PKG-003,350000000006257,2023-06-10 00:40:00,4G,1046.65
CDR000007002,85251520942,PKG-003,350000000005162,2023-11-07 18:18:00,4G,1794.94
CDR000007003,85212053851,PKG-006,350000000687739,2023-10-27 16:58:00,5G,1936.69
CDR000007004,82138576136,PKG-009,350000000002394,2023-05-30 00:42:00,5G,959.64
CDR000007005,81156555832,PKG-008,350000000008800,2023-05-23 18:45:00,5G,1025.63
CDR000007006,82186831675,PKG-001,350000000947358,2023-09-05 16:42:00,5G,223.85
CDR000007007,81189604599,PKG-010,350000000005416,2023-11-19 17:54:00,4G,1888.02
CDR000007008,85224220930,PKG-010,350000000005728,2023-02-02 04:46:00,3G,213.18
CDR000007009,82234573682,PKG-005,350000000001376,2023-08-30 12:54:00,3G,61.32
CDR000007010,81126769400,PKG-005,350000000056042,2023-05-17 03:53:00,4G,1955.76
CDR000007011,81186986654,PKG-004,350000000762124,2023-10-13 10:05:00,4G,847.88
CDR000007012,82125259646,PKG-002,350000000008201,2023-07-07 07:57:00,4G,233.0
CDR000007014,82187503871,PKG-002,350000000003430,2023-09-17 13:46:00,5G,326.03
CDR000007016,82282778139,PKG-006,350000000950517,2023-03-12 02:00:00,4G,1180.24
CDR000007017,82133449675,PKG-002,350000000001494,2023-02-25 02:06:00,4G,581.63
CDR000007018,81183219680,PKG-004,350000000004558,2023-04-05 01:32:00,3G,873.1
CDR000007020,82180632943,PKG-009,350000000738105,2023-07-17 19:32:00,5G,994.26
CDR000007021,82258317672,PKG-009,350000000005636,2023-12-08 22:21:00,3G,2017.13
CDR000007022,81180631830,PKG-009,350000000617208,2023-06-28 13:56:00,5G,1177.03
CDR000007023,81122658580,PKG-004,350000000001963,2023-06-01 02:06:00,4G,1799.81
CDR000007024,81122096354,PKG-010,350000000004764,2023-03-27 20:31:00,4G,337.98
CDR000007025,85249310463,PKG-007,350000000006775,2023-04-27 01:56:00,4G,1626.17
CDR000007026,82167428007,PKG-009,350000000006403,2023-03-14 05:30:00,4G,841.74
CDR000007027,85250619557,PKG-006,350000000006250,2023-07-04 18:47:00,4G,1379.59
CDR000007028,85212518591,PKG-004,350000000248342,2023-06-26 13:11:00,3G,1256.18
CDR000007029,82179872625,PKG-007,350000000003656,2023-06-30 11:41:00,3G,30.89
CDR000007030,81186963358,PKG-010,350000000003068,2023-06-18 17:49:00,3G,857.05
CDR000007031,82163594569,PKG-010,350000000004946,2023-09-27 01:05:00,4G,1262.99
CDR000007032,81111738795,PKG-007,350000000001478,2023-09-19 18:42:00,4G,368.2
CDR000007033,81198547608,PKG-009,350000000005687,2023-02-24 05:29:00,4G,1291.17
CDR000007034,82125992019,PKG-010,350000000531364,2023-08-02 00:09:00,4G,1106.8
CDR000007035,85238102368,PKG-004,350000000006663,2023-06-01 05:25:00,4G,188.78
CDR000007036,82191692295,PKG-005,350000000322051,2023-06-30 11:07:00,4G,260.39
CDR000007037,82159263244,PKG-001,350000000008234,2023-07-10 15:23:00,4G,205.87
CDR000007038,81154283665,PKG-004,350000000006145,2023-09-27 09:27:00,5G,1638.53
CDR000007039,81141589350,PKG-004,350000000001548,2023-07-04 11:47:00,4G,172.81
CDR000007040,81262924545,PKG-004,350000000008362,2023-10-05 02:26:00,4G,1131.97
CDR000007041,81180453905,PKG-006,350000009999999,2023-09-19 08:15:00,3G,1173.69
CDR000007042,81227454606,PKG-003,350000000008201,2023-06-13 17:25:00,4G,1752.73
CDR000007043,81125127508,PKG-001,350000000001465,2023-05-26 07:49:00,5G,881.06
CDR000007044,85227212592,PKG-004,350000000419939,2023-11-21 05:29:00,5G,612.85
CDR000007045,82276750913,PKG-004,350000000005166,2023-09-05 15:29:00,5G,2034.22
CDR000007046,85217006581,PKG-010,350000000270512,2023-04-30 22:31:00,4G,148.41
CDR000007047,81232997963,PKG-001,350000000004128,2023-10-04 01:45:00,5G,2037.27
CDR000007048,81158298555,PKG-008,350000000002190,2023-11-08 15:10:00,3G,374.13
CDR000007049,81258545393,PKG-002,350000000005392,2023-07-13 04:08:00,5G,1235.8
CDR000007050,82153932582,PKG-007,350000000004478,2023-09-03 21:26:00,4G,1755.85
CDR000007051,82225359222,PKG-002,350000000005128,2023-10-25 15:50:00,4G,592.66
CDR000007052,82295266237,PKG-005,350000000002902,2023-05-21 07:07:00,4G,253.5
CDR000007053,81264257852,PKG-003,350000000003688,2023-03-05 02:14:00,5G,1622.57
CDR000007055,81296513355,PKG-005,350000000006393,2023-09-03 02:30:00,4G,436.09
CDR000007057,82254763474,PKG-002,350000000721365,2023-02-09 22:01:00,4G,49.11
CDR000007058,82268365122,PKG-002,350000000003393,2023-08-09 13:21:00,4G,185.92
CDR000007060,82151740045,PKG-009,350000009999999,2023-08-08 07:54:00,5G,1491.82
CDR000007061,82236998108,PKG-006,350000000004811,2023-08-02 04:06:00,3G,2008.18
CDR000007062,85299697576,PKG-003,350000000008569,2023-03-22 05:45:00,5G,560.69
CDR000007063,82231798195,PKG-007,350000000424264,2023-05-11 19:08:00,4G,643.89
CDR000007064,81160361632,PKG-005,350000000002394,2023-11-17 06:05:00,4G,1208.65
CDR000007065,82114216075,PKG-010,350000000008312,2023-02-16 03:14:00,4G,988.92
CDR000007066,82294896346,PKG-006,350000000008067,2023-04-07 11:08:00,4G,1389.09
CDR000007067,85275533669,PKG-004,350000000006665,2023-05-12 03:36:00,4G,890.49
CDR000007068,82291974919,PKG-008,350000000269019,2023-10-11 10:10:00,4G,1098.7
CDR000007069,81282024942,PKG-004,350000000810312,2023-07-01 00:01:00,3G,399.47
CDR000007070,82286428513,PKG-003,350000009999999,2023-08-18 16:12:00,4G,1561.12
CDR000007071,85299035412,PKG-003,350000000005248,2023-09-13 00:17:00,4G,1750.4
CDR000007072,82273609505,PKG-006,350000000007383,2023-08-06 11:30:00,4G,1667.45
CDR000007073,81175127254,PKG-005,350000000004889,2023-04-20 17:05:00,4G,1757.48
CDR000007074,82292005145,PKG-005,350000000004819,2023-02-12 20:31:00,5G,360.56
CDR000007075,85220943678,PKG-002,350000000007935,2023-06-16 05:39:00,5G,1305.65
CDR000007076,81135342837,PKG-004,350000000718356,2023-07-17 22:11:00,4G,1385.02
CDR000007077,82161738066,PKG-002,350000000002349,2023-07-31 04:08:00,4G,1462.14
CDR000007078,81210504135,PKG-005,350000000008092,2023-09-20 22:35:00,5G,1647.0
CDR000007079,82184109438,PKG-001,350000000881077,2023-03-11 18:20:00,4G,117.2
CDR000007080,82169722362,PKG-002,350000000039014,2023-02-07 14:52:00,4G,1345.46
CDR000007081,82218528666,PKG-005,350000000684362,2023-08-24 16:04:00,3G,771.96
CDR000007082,81179137713,PKG-008,350000000004549,2023-10-11 02:02:00,3G,623.71
CDR000007083,82134349309,PKG-002,350000009999999,2023-02-19 18:09:00,5G,1703.63
CDR000007084,82228529386,PKG-004,350000000006191,2023-04-05 07:31:00,4G,1409.28
CDR000007085,82286032085,PKG-008,350000000005043,2023-08-30 04:17:00,5G,742.6
CDR000007086,82188248067,PKG-008,350000000454071,2023-07-29 12:58:00,4G,854.02
CDR000007087,82179783052,PKG-002,350000000582239,2023-09-12 18:57:00,4G,1786.26
CDR000007088,82123974138,PKG-001,350000000001547,2023-03-06 12:14:00,5G,669.55
CDR000007090,81244066096,PKG-006,350000000003883,2023-06-08 18:34:00,4G,685.65
CDR000007091,81229607616,PKG-010,350000000008037,2023-05-08 12:32:00,3G,718.11
CDR000007092,81113544736,PKG-005,350000000291292,2023-01-22 09:15:00,5G,703.17
CDR000007093,85299374349,PKG-010,350000000008162,2023-07-21 21:17:00,3G,537.37
CDR000007094,82121814242,PKG-003,350000000004998,2023-08-22 00:33:00,4G,1437.8
CDR000007095,85224443482,PKG-002,350000000838186,2023-10-04 00:47:00,4G,1819.25
CDR000007096,85289539581,PKG-007,350000000005290,2023-10-08 05:22:00,4G,720.72
CDR000007097,81179851940,PKG-006,350000000007509,2023-10-29 03:32:00,4G,917.11
CDR000007098,81177452037,PKG-001,350000000415181,2023-11-02 20:02:00,4G,155.71
CDR000007099,82250091742,PKG-005,350000009999999,2023-04-26 14:01:00,5G,399.53
CDR000007100,85243200566,PKG-006,350000000001852,2023-08-17 12:48:00,3G,1147.1
CDR000007101,82191029635,PKG-010,350000000412452,2023-11-16 01:09:00,4G,763.74
CDR000007102,81295376859,PKG-009,350000000003261,2023-05-15 07:14:00,5G,884.21
CDR000007103,85215661132,PKG-009,350000000647782,2023-05-04 05:04:00,3G,334.3
CDR000007104,81115673874,PKG-009,350000000007589,2023-11-04 11:25:00,3G,1118.47
CDR000007106,85217029564,PKG-001,350000000007821,2023-10-22 04:32:00,3G,631.49
CDR000007107,81186107705,PKG-002,350000000003302,2023-04-03 20:15:00,4G,861.89
CDR000007108,81280545610,PKG-007,350000009999999,2023-02-20 13:57:00,4G,614.48
CDR000007109,85223134972,PKG-007,350000000386993,2023-12-11 08:44:00,5G,1273.0
CDR000007110,85240316833,PKG-006,350000000006073,2023-05-25 02:29:00,4G,626.17
CDR000007111,81239547869,PKG-008,350000000003158,2023-05-04 06:55:00,3G,434.87
CDR000007112,82232409205,PKG-010,350000000005692,2023-07-04 16:13:00,5G,1650.42
CDR000007113,85244507560,PKG-010,350000000006420,2023-04-19 13:25:00,4G,1873.24
CDR000007114,81257739899,PKG-001,350000000001086,2023-08-14 16:20:00,3G,1934.03
CDR000007115,81127427241,PKG-009,350000000003801,2023-11-30 18:08:00,4G,161.18
CDR000007116,85286484605,PKG-010,350000000003794,2023-02-08 20:05:00,5G,1942.33
CDR000007117,82250157114,PKG-010,350000000700658,2023-11-17 18:54:00,3G,1366.36
CDR000007118,82130838429,PKG-008,350000000008583,2023-06-03 15:03:00,4G,971.11
CDR000007119,82212855087,PKG-006,350000000004939,2023-06-08 17:51:00,4G,787.78
CDR000007120,82134375500,PKG-008,350000000008547,2023-09-27 20:41:00,3G,749.66
CDR000007121,81135382267,PKG-003,350000000269853,2023-08-04 09:02:00,5G,497.75
CDR000007122,81263505379,PKG-001,350000000007294,2023-09-28 22:13:00,5G,1975.02
CDR000007123,81247900187,PKG-001,350000000004596,2023-08-04 10:17:00,4G,1986.71
CDR000007124,81263025727,PKG-010,350000000909600,2023-06-03 00:42:00,4G,1118.25
CDR000007125,85222409322,PKG-006,350000000005063,2023-07-01 00:57:00,3G,92.95
CDR000007126,82156600920,PKG-004,350000000008811,2023-05-05 12:22:00,4G,1380.35
CDR000007128,81128360544,PKG-004,350000000952128,2023-11-07 11:07:00,4G,827.65
CDR000007129,81245454505,PKG-003,350000000004311,2023-06-16 15:06:00,4G,580.51
CDR000007130,81288081465,PKG-007,350000000068280,2023-04-24 17:48:00,3G,1278.67
CDR000007131,81296107455,PKG-003,350000000006263,2023-09-02 10:41:00,4G,1571.31
CDR000007132,82263599456,PKG-006,350000000001796,2023-07-28 13:36:00,4G,1174.54
CDR000007133,81210166998,PKG-005,350000000001206,2023-04-06 19:30:00,4G,323.08
CDR000007134,82157485729,PKG-008,350000000085533,2023-10-30 20:36:00,4G,1622.74
CDR000007135,81291473389,PKG-007,350000000007647,2023-10-01 05:15:00,4G,1667.98
CDR000007136,85257741412,PKG-010,350000000004029,2023-05-31 06:44:00,5G,270.03
CDR000007137,81187356563,PKG-003,350000000396191,2023-09-16 09:08:00,4G,638.43
CDR000007138,81148706364,PKG-004,350000000114720,2023-05-29 13:21:00,4G,254.18
CDR000007139,82162719999,PKG-010,350000000008659,2023-08-24 12:00:00,3G,1550.22
CDR000007140,85228121240,PKG-004,350000009999999,2023-10-20 21:29:00,5G,527.89
CDR000007141,82221643721,PKG-001,350000000201511,2023-08-24 03:23:00,5G,1282.59
CDR000007142,82292513380,PKG-008,350000000002751,2023-08-28 21:15:00,4G,1312.4
CDR000007143,82127394734,PKG-007,350000000007225,2023-12-10 08:41:00,4G,527.65
CDR000007145,81253175725,PKG-010,350000000002567,2023-06-06 14:54:00,3G,1958.53
CDR000007146,81149306728,PKG-002,350000000001143,2023-11-24 10:49:00,4G,276.63
CDR000007147,82269937283,PKG-003,350000000007128,2023-09-18 17:42:00,4G,1284.82
CDR000007148,85292735108,PKG-009,350000000169236,2023-05-28 18:42:00,3G,636.37
CDR000007149,82132066455,PKG-006,350000000091833,2023-06-28 13:37:00,4G,1262.06
CDR000007150,82128579063,PKG-008,350000000954367,2023-04-24 10:42:00,4G,1521.53
CDR000007151,82289476041,PKG-004,350000000334222,2023-06-14 10:35:00,3G,1634.34
CDR000007152,82127636735,PKG-003,350000000004476,2023-01-31 11:33:00,5G,115.5
CDR000007153,85230506744,PKG-006,350000000004995,2023-07-31 03:46:00,4G,1590.77
CDR000007154,81226665089,PKG-009,350000000007762,2023-10-31 04:44:00,4G,449.37
CDR000007155,82223274599,PKG-003,350000000341046,2023-07-09 08:06:00,4G,1259.73
CDR000007156,82275831036,PKG-004,350000000066711,2023-07-20 17:10:00,5G,660.54
CDR000007157,82279815973,PKG-009,350000000006970,2023-07-11 15:28:00,4G,72.65
CDR000007158,85241010284,PKG-010,350000000001170,2023-06-26 18:32:00,5G,1157.24
CDR000007159,81189668292,PKG-003,350000000001589,2023-06-21 04:55:00,4G,1030.75
CDR000007160,81238246818,PKG-007,350000000006700,2023-05-21 21:35:00,4G,1610.75
CDR000007161,82180898093,PKG-010,350000000002784,2023-03-05 17:30:00,4G,1076.04
CDR000007162,85241201338,PKG-002,350000000004271,2023-06-09 09:46:00,4G,1888.6
CDR000007163,85280388793,PKG-010,350000000004768,2023-11-02 18:47:00,5G,1971.94
CDR000007164,82281323215,PKG-004,350000000006599,2023-09-08 13:11:00,4G,59.22
CDR000007165,82271484769,PKG-001,350000000679166,2023-09-27 02:14:00,4G,596.68
CDR000007166,82224807252,PKG-004,350000000003257,2023-06-09 03:25:00,4G,916.96
CDR000007167,82168084994,PKG-009,350000000002421,2023-04-19 12:38:00,5G,905.93
CDR000007168,81135589169,PKG-002,350000000003621,2023-06-04 09:28:00,4G,1515.6
CDR000007169,81240379784,PKG-007,350000000008189,2023-11-03 02:20:00,3G,687.65
CDR000007170,82174129476,PKG-005,350000000003578,2023-07-11 10:55:00,3G,1583.61
CDR000007171,82196073107,PKG-008,350000000006214,2023-09-25 22:34:00,4G,892.84
CDR000007172,85286545068,PKG-010,350000000239618,2023-03-12 04:09:00,5G,1916.79
CDR000007174,81221504089,PKG-001,350000000007047,2023-11-07 17:51:00,4G,1694.63
CDR000007175,82297570859,PKG-001,350000000004758,2023-10-11 01:27:00,4G,81.62
CDR000007177,85282913155,PKG-002,350000000003056,2023-07-30 21:15:00,4G,63.12
CDR000007178,82267676429,PKG-009,350000000006257,2023-02-11 11:30:00,5G,586.88
CDR000007179,81252557243,PKG-009,350000000001720,2023-07-13 01:48:00,5G,1844.28
CDR000007180,82226788204,PKG-004,350000000001252,2023-11-05 18:21:00,3G,2016.79
CDR000007181,85268038379,PKG-002,350000000001279,2023-06-15 14:38:00,4G,1814.46
CDR000007182,81267103061,PKG-010,350000000513229,2023-09-13 16:30:00,4G,1742.89
CDR000007183,82120912993,PKG-003,350000000003955,2023-03-26 21:20:00,4G,1803.17
CDR000007185,82238860259,PKG-001,350000000001726,2023-09-06 00:36:00,4G,313.94
CDR000007186,81263989502,PKG-005,350000000008808,2023-04-25 18:20:00,5G,566.64
CDR000007187,82233009171,PKG-008,350000000003561,2023-09-16 01:57:00,4G,1218.8
CDR000007188,81146208075,PKG-002,350000009999999,2023-07-09 07:36:00,5G,685.45
CDR000007189,82286598081,PKG-006,350000000320413,2023-11-26 11:37:00,4G,295.33
CDR000007190,82236522276,PKG-010,350000000007990,2023-08-06 01:38:00,4G,1342.96
CDR000007191,82115528712,PKG-010,350000000565500,2023-05-14 10:38:00,4G,1227.9
CDR000007192,81277483146,PKG-002,350000000004293,2023-10-17 02:54:00,4G,1943.09
CDR000007193,82194476473,PKG-005,350000000003500,2023-09-28 14:15:00,3G,919.52
CDR000007194,82112006185,PKG-002,350000000008790,2023-06-19 21:11:00,5G,1159.45
CDR000007195,82185729439,PKG-002,350000000006845,2023-08-17 09:07:00,3G,1960.11
CDR000007196,81299979511,PKG-008,350000000002574,2023-04-07 03:06:00,4G,1479.92
CDR000007197,82166334907,PKG-009,350000000003093,2023-06-16 01:39:00,4G,638.96
CDR000007198,81125808199,PKG-010,350000000008244,2023-06-19 05:54:00,4G,1217.5
CDR000007199,85230740282,PKG-005,350000000006759,2023-10-21 22:46:00,4G,312.63
CDR000007201,81113757267,PKG-002,350000000005878,2023-05-14 17:33:00,4G,953.2
CDR000007202,81160019843,PKG-008,350000000165377,2023-07-28 13:21:00,3G,1971.54
CDR000007203,82138069375,PKG-009,350000000004472,2023-06-09 10:08:00,4G,712.66
CDR000007204,81288538343,PKG-003,350000000618990,2023-07-28 01:29:00,3G,776.27
CDR000007205,85224224352,PKG-006,350000000001425,2023-05-21 01:49:00,4G,1263.05
CDR000007206,82120380036,PKG-005,350000000007957,2023-10-09 22:21:00,4G,1687.71
CDR000007207,82246252827,PKG-001,350000000022710,2023-02-22 05:19:00,3G,1235.93
CDR000007208,82272161963,PKG-007,350000000008157,2023-06-15 20:21:00,4G,1342.3
CDR000007209,82197554850,PKG-009,350000000003364,2023-03-12 06:58:00,4G,339.11
CDR000007210,81230630561,PKG-003,350000000007447,2023-10-13 10:11:00,5G,1379.32
CDR000007211,85222444190,PKG-002,350000000004934,2023-02-17 10:36:00,5G,368.65
CDR000007212,82296968036,PKG-004,350000000050134,2023-08-22 12:11:00,4G,727.23
CDR000007213,82194609727,PKG-002,350000000564841,2023-10-07 18:43:00,4G,1349.56
CDR000007214,81238310434,PKG-009,350000000004579,2023-01-20 19:21:00,4G,1211.05
CDR000007215,82229851374,PKG-006,350000000002491,2023-08-15 14:17:00,4G,1805.87
CDR000007216,82287592288,PKG-002,350000009999999,2023-02-21 17:55:00,4G,970.56
CDR000007217,82253529003,PKG-001,350000000006282,2023-03-03 07:33:00,5G,1179.05
CDR000007218,85286125411,PKG-008,350000000006318,2023-05-03 03:41:00,4G,1161.98
CDR000007219,82197339107,PKG-003,350000000005798,2023-03-28 22:06:00,5G,528.76
CDR000007220,81113124306,PKG-010,350000000006544,2023-09-07 14:18:00,4G,132.38
CDR000007221,81271642817,PKG-010,350000000040659,2023-03-20 03:03:00,4G,1237.37
CDR000007222,82241204900,PKG-008,350000000596462,2023-03-28 09:44:00,4G,1944.1
CDR000007223,82268337010,PKG-007,350000000008707,2023-07-25 14:37:00,4G,376.49
CDR000007224,82120094422,PKG-003,350000000859046,2023-02-01 14:43:00,3G,1413.25
CDR000007225,85211527185,PKG-008,350000000006075,2023-09-26 09:17:00,4G,1187.97
CDR000007226,81141793594,PKG-007,350000000744953,2023-07-29 17:47:00,4G,1845.36
CDR000007227,82234712942,PKG-005,350000009999999,2023-09-03 00:34:00,3G,670.13
CDR000007228,81252310649,PKG-010,350000000006167,2023-09-17 12:10:00,4G,1446.27
CDR000007229,85291576322,PKG-004,350000000001875,2023-10-07 19:49:00,4G,1278.51
CDR000007230,82198471887,PKG-010,350000000006487,2023-04-12 07:46:00,3G,892.09
CDR000007231,85295223224,PKG-008,350000000008641,2023-08-28 16:35:00,4G,1125.97
CDR000007232,81281522777,PKG-008,350000000008334,2023-05-20 13:12:00,5G,780.59
CDR000007233,81118247589,PKG-009,350000000003861,2023-04-22 08:14:00,4G,721.82
CDR000007234,82143971033,PKG-007,350000000003174,2023-03-06 01:38:00,4G,210.41
CDR000007235,82275586105,PKG-006,350000000005459,2023-10-30 14:28:00,4G,1807.29
CDR000007236,82237959772,PKG-005,350000000005518,2023-08-14 01:23:00,5G,1460.74
CDR000007237,85296979276,PKG-007,350000009999999,2023-04-27 22:42:00,4G,1471.18
CDR000007238,81272919895,PKG-006,350000000003481,2023-04-26 20:40:00,4G,223.18
CDR000007239,85262099862,PKG-001,350000000006934,2023-12-13 16:31:00,3G,82.1
CDR000007240,81191256397,PKG-005,350000000002515,2023-04-13 14:36:00,4G,96.49
CDR000007241,82130878611,PKG-006,350000000006009,2023-07-02 10:44:00,4G,309.54
CDR000007242,82179709903,PKG-010,350000000005982,2023-11-16 19:32:00,4G,1627.0
CDR000007243,85244516893,PKG-005,350000000004641,2023-08-25 04:30:00,4G,521.83
CDR000007244,82145755862,PKG-004,350000000008883,2023-10-12 09:29:00,4G,133.68
CDR000007245,81235947479,PKG-009,350000009999999,2023-05-15 07:01:00,4G,780.41
CDR000007246,82148924374,PKG-005,350000000307023,2023-02-20 20:04:00,4G,1485.01
CDR000007247,81146084535,PKG-001,350000000001988,2023-02-18 22:13:00,4G,1454.89
CDR000007248,81293964267,PKG-004,350000000004317,2023-10-11 21:15:00,4G,1990.31
CDR000007249,81168409857,PKG-007,350000009999999,2023-09-19 07:01:00,3G,965.83
CDR000007250,81287632030,PKG-005,350000000005946,2023-02-05 17:00:00,3G,1312.6
CDR000007251,82129420165,PKG-007,350000000005941,2023-10-30 12:24:00,5G,1324.75
CDR000007252,82188529405,PKG-007,350000000966691,2023-02-18 01:26:00,4G,2016.4
CDR000007253,81255508831,PKG-007,350000000008426,2023-12-11 04:22:00,4G,357.59
CDR000007254,85220250972,PKG-009,350000000004838,2023-11-13 16:52:00,4G,1085.79
CDR000007255,82272460762,PKG-004,350000009999999,2023-03-30 11:41:00,4G,1124.54
CDR000007256,81273115037,PKG-005,350000000004352,2023-06-07 03:03:00,4G,1374.85
CDR000007257,85257750986,PKG-010,350000000001343,2023-11-29 04:19:00,4G,1236.21
CDR000007258,81232714939,PKG-008,350000009999999,2023-04-28 16:49:00,5G,972.72
CDR000007259,85260802235,PKG-008,350000000999345,2023-12-14 07:12:00,4G,1254.36
CDR000007260,81241975660,PKG-001,350000000001545,2023-08-24 01:03:00,3G,821.96
CDR000007261,82189885080,PKG-003,350000000001079,2023-03-02 15:40:00,5G,364.08
CDR000007262,85250274515,PKG-004,350000000001874,2023-04-21 05:46:00,3G,638.16
CDR000007263,81143899712,PKG-002,350000000005667,2023-08-03 16:54:00,5G,2023.42
